Domaine;Titre;Sous_Titre;Référence_Reglementaire;ID_Article;Exigence;Documents_Justificatif;Lien_1;Lien_2;Lien_3;Lien_4;Derniere_verification_JO
Santé Sécurité;Rayonnement ionisant;0;"Décret présidentiel 05-117 du 11 avril 2005 sur la protection des travailleurs contre les radiations ionisantes.; Art. 18 Art. 19 Ordonner au ministre de la Ministére de la Santé, de la population et de la réforme hospitaliére du 10 novembre 2015 concernant la supervision médicale sur les travailleurs exposés à des radiations ionisantes; Art. 4; Art. 8; Art. 10, 11 et 12";24;Si l installation a des travailleurs exposés à des rayonnements ionisants, il garantit qu ils subissent des tests médicaux réguliers.;* Dossiers des examens médicaux;0;0;0;0;17/07/2026
Santé Sécurité;Rayonnement ionisant;0;"Ordonner au ministre de la Ministére de la Santé, de la population et de la réforme hospitaliére du 10 novembre 2015 concernant la supervision médicale sur les travailleurs exposés à des radiations ionisantes; Art. 7";25;Si l installation a des travailleurs exposés à des rayonnements ionisants, il maintient leurs dossiers médicaux à jour avec les résultats des derniers tests médicaux effectués sur eux.;* Fichiers médicaux individuels des travailleurs;0;0;0;0;17/07/2026
Santé Sécurité;Rayonnement ionisant;0;"Ordonner au ministre de la Ministére de la Santé, de la population et de la réforme hospitaliére du 10 novembre 2015 concernant la supervision médicale sur les travailleurs exposés à des radiations ionisantes; Art. 6";26;Si l installation emploie des travailleurs à des postes qui les exposent à des rayonnements ionisants, il garantit que ces travailleurs sont informés des dangers associés à l exposition aux radiations ionisantes et à la nécessité de suivre les examens médicaux réguliers et la mesure de protection adoptée dans l établissement aprés chaque examen médical qu ils entreprennent.;* Des preuves indiquant la communication des informations sur les dangers associés à l exposition à un rayonnement ionisant aux travailleurs exposés à ces radiations;0;0;0;0;17/07/2026
Santé Sécurité;Rayonnement ionisant;0;"Ordonner au ministre de la Ministére de la Santé, de la population et de la réforme hospitaliére du 10 novembre 2015 concernant la supervision médicale sur les travailleurs exposés à des radiations ionisantes; Art. 13";27;Si l établissement a l intention d employer des travailleurs à des postes qui les exposent à des rayonnements ionisants, il garantit qu ils subissent des examens médicaux supplémentaires avant de commencer leur travail.;* Fichiers médicaux individuels des travailleurs;0;0;0;0;17/07/2026
Santé Sécurité;Rayonnement ionisant;0;"Décret présidentiel 05-117 du 11 avril 2005 sur la protection des travailleurs contre les radiations ionisantes.; Art. 18 Ordonner au ministre de la Ministére de la Santé, de la population et de la réforme hospitaliére du 10 novembre 2015 concernant la supervision médicale sur les travailleurs exposés à des radiations ionisantes; Art. 15";28;L installation garantit que le médecin du travail effectue des tests médicaux sur les travailleurs exposés et leur fournit le traitement nécessaire aprés la survenue d un accident industriel qui conduit à une exposition excessive aux rayonnements ionisants.;nan;0;0;0;0;17/07/2026
Santé Sécurité;Rayonnement ionisant;0;"Décret présidentiel 05-117 du 11 avril 2005 sur la protection des travailleurs contre les radiations ionisantes.; Art. 18 Ordonner au ministre de la Ministére de la Santé, de la population et de la réforme hospitaliére du 10 novembre 2015 concernant la supervision médicale sur les travailleurs exposés à des radiations ionisantes; Art. 19";29;Si l établissement souffrait d un accident industriel conduisant à une exposition excessive à des rayonnements ionisants, il garantit que le médecin du travail et l expert en radioprotection mettent une enquête sur les causes d un tel accident.;* Records sur les enquêtes menées aprés la survenue d accidents industriels conduisant à l exposition excessive à des rayonnements ionisants;0;0;0;0;17/07/2026
Santé Sécurité;Rayonnement ionisant;0;"Décret présidentiel 05-117 du 11 avril 2005 sur la protection des travailleurs contre les radiations ionisantes.; Art. 18 Ordonner au ministre de la Ministére de la Santé, de la population et de la réforme hospitaliére du 10 novembre 2015 concernant la supervision médicale sur les travailleurs exposés à des radiations ionisantes; Art. 19";30;Si un accident industriel s est produit dans l établissement et a conduit à une exposition excessive des travailleurs aux rayonnements ionisants, il élimine les raisons qui provoquent un tel accident aprés avoir mené les enquêtes appropriées.;* Records sur les enquêtes menées aprés la survenue d accidents industriels conduisant à l exposition excessive à des rayonnements ionisants;0;0;0;0;17/07/2026
Santé Sécurité;Rayonnement ionisant;0;"Ordonnance interministérielle du 20 janvier 2011 régulant la signalisation spécifique dans les zones régulées contenant des sources de rayonnement ionisantes; Article 3";31;Si l entreprise entreprend des activités dans des zones réglementées, elle nomme un agent de la radio-protection pour effectuer la signalisation des zones réglementées.;nan;0;0;0;0;17/07/2026
Santé Sécurité;Sécurité des machines et des équipements de travail;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 38";1;L accés aux salles des machines est strictement limité aux travailleurs autorisés uniquement.;nan;0;0;0;0;17/07/2026
Santé Sécurité;Sécurité des machines et des équipements de travail;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 39";2;Le panneau de commande des commutateurs électriques fonctionnant les machines est à la portée des opérateurs.;nan;0;0;0;0;17/07/2026
Santé Sécurité;Sécurité des machines et des équipements de travail;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 39";3;Le personnel de supervision a à sa disposition les moyens techniques d arrêter directement les machines ou de demander à leur arrêt.;nan;0;0;0;0;17/07/2026
Santé Sécurité;Sécurité des machines et des équipements de travail;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 40";4;Les machines et les appareils utilisés pour les opérations ou la maintenance sont exécutés et utilisés de maniére à protéger les travailleurs contre les piéces dangereuses ou mobiles.;nan;0;0;0;0;17/07/2026
Santé Sécurité;Sécurité des machines et des équipements de travail;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 40";5;Les travailleurs travaillant à proximité des machines et des appareils ayant des piéces dangereuses ou mobiles usurent des vêtements ajustés et sans écoulement.;nan;0;0;0;0;17/07/2026
Santé Sécurité;Sécurité des machines et des équipements de travail;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 41";6;Sous une utilisation normale, les machines sont gardées de maniére à protéger les travailleurs contre les parties dangereuses des machines et des appareils ou des mécanismes mobiles.;nan;0;0;0;0;17/07/2026
Santé Sécurité;Sécurité des machines et des équipements de travail;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 43";7;Le panneau de commande des machines avec des cylindres ou des rouleaux est contrôlable par l un des travailleurs travaillant sur les cylindres.;nan;0;0;0;0;17/07/2026
Santé Sécurité;Sécurité des machines et des équipements de travail;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 66";8;Les travailleurs ne sont pas affectés à la réparation, à maintenir ou à vérifier les systémes de transmission, les machines ou les mécanismes avec des piéces mobiles pendant leur utilisation.;nan;0;0;0;0;17/07/2026
Santé Sécurité;Sécurité des machines et des équipements de travail;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 43";9;Les machines avec cylindres ou rouleaux qui n ont pas de systéme automatique pour inverser le mouvement sont équipées d un systéme mécanique qui permet une inversion manuelle du mouvement des cylindres.;nan;0;0;0;0;17/07/2026
Santé Sécurité;Sécurité des machines et des équipements de travail;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 44";10;Les presses (hydrauliques ou mécaniques) sont équipées de dispositifs de sécurité adéquats pour éviter tout contact, voire involontaire, des mains des travailleurs avec la partie qui fonctionne de la machine.;nan;0;0;0;0;17/07/2026
Santé Sécurité;Sécurité des machines et des équipements de travail;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 63";11;Les machines et les appareils présentant un risque particulier sont vérifiés, inspectés et réguliérement entretenus par les travailleurs.;* Records d inspection pour les machines et les appareils présentant un risque particulier;0;0;0;0;18/07/2026
Santé Sécurité;Sécurité des machines et des équipements de travail;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 64";12;Les résultats des visites, vérifications et contrôles sur les machines, les systémes et les appareils sont enregistrés sur un registre entretenu à cette fin.;* Registre des vérifications techniques de l équipement et des installations;0;0;0;0;18/07/2026
Santé Sécurité;Sécurité des machines et des équipements de travail;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 66";13;Les travailleurs ne sont pas affectés au nettoyage, au séchage, à l essuyage, à la dégraissage ou à la mise à la main à la main sur les machines, les mécanismes ou les systémes de transmission pendant leur utilisation.;nan;0;0;0;0;18/07/2026
Santé Sécurité;Verrouiller / étiqueter;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 43";1;Le panneau de commande des machines est situé de maniére à être facilement activé dans un mouvement facile par le travailleur en fonction de la machine.;nan;0;0;0;0;18/07/2026
Santé Sécurité;Verrouiller / étiqueter;0;"Décert exécutif 01-342 du 28 octobre 2001 sur des dispositions spécifiques pour la protection des travailleurs contre les risques électriques sur le lieu de travail; Art. 16";2;Il existe un appareil pour désactiver l alimentation en cas d urgence sur chaque systéme électrique directement lié à la machine utilisée ou à la source de courant électrique.;nan;0;0;0;0;18/07/2026
Santé Sécurité;Verrouiller / étiqueter;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 39";3;Toutes les machines ou dispositifs sont installés et maintenus de maniére à être isolés de leurs sources d énergie.;nan;0;0;0;0;18/07/2026
Santé Sécurité;Espaces confinés;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 12";1;Des mesures appropriées sont prises pour réduire les risques avant que le travail commence dans un espace confiné.;nan;0;0;0;0;18/07/2026
Santé Sécurité;Espaces confinés;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 12";2;Les travailleurs travaillant dans des espaces confinés sont protégés par des dispositifs de sécurité adéquats au type de risque auquel ils sont exposés.;nan;0;0;0;0;18/07/2026
Santé Sécurité;Espaces confinés;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 12";3;Aucun travailleur travaillant dans un espace confiné n est laissé seul sans surveillance.;nan;0;0;0;0;18/07/2026
Santé Sécurité;Équipement de levage, équipement de manutention des matériaux;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 26";1;Les travailleurs reçoivent un équipement de levage, de manutention et de transport pour gérer des charges dépassant 50 kilogrammes pour les travailleurs masculins ou 25 kilogrammes pour les femmes ou les jeunes travailleurs.;nan;0;0;0;0;18/07/2026
Santé Sécurité;Équipement de levage, équipement de manutention des matériaux;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 62";2;Les inspections et l entretien des équipements de manutention et de levage ne sont effectués que par du personnel compétent désigné par l employeur.;nan;0;0;0;0;18/07/2026
Santé Sécurité;Équipement de levage, équipement de manutention des matériaux;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 62";3;L équipement de levage et de manutention des matériaux est inspecté et maintenu réguliérement.;* Records d inspection pour l équipement de levage et de manutention des matériaux;0;0;0;0;18/07/2026
Santé Sécurité;Protection d automne / travail à des hauteurs;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 34";1;Les réservoirs et les bassins sont équipés de clôtures ou de murs protégeant les travailleurs de la chute.;nan;0;0;0;0;18/07/2026
Santé Sécurité;Protection d automne / travail à des hauteurs;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 33";2;Les plates-formes, les planchers, les passerelles, l échafaudage et leurs points d accés sur les lieux de travail sont protégés par des clôtures rigides.;nan;0;0;0;0;18/07/2026
Santé Sécurité;Protection d automne / travail à des hauteurs;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 34";3;Les fosses, les ouvertures dans le sol et les piéges sont protégées par des clôtures correctement marquées.;nan;0;0;0;0;18/07/2026
Santé Sécurité;Protection d automne / travail à des hauteurs;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 36";4;Les échelles sont robustes et fabriquées à partir de matériaux rigides.;nan;0;0;0;0;18/07/2026
Santé Sécurité;Protection d automne / travail à des hauteurs;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 36";5;Les travailleurs ne transportent pas d objets dont le poids dépasse 50 kilogrammes ou les objets volumineux sur les échelles.;nan;0;0;0;0;18/07/2026
Santé Sécurité;Protection d automne / travail à des hauteurs;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 34";6;Les escaliers des réservoirs sont équipés de bancardises.;nan;0;0;0;0;18/07/2026
Santé Sécurité;Navires / systémes sous pression;0;"Décret exécutif n ° 90-245 du 18 août 1990 réglementant les navires de pression de gaz; Art. 7";1;L identité du fabricant, l emplacement et l année de fabrication, le numéro de série, le volume interne, la pression maximale et l état principal d utilisation de l appareil sont écrits sur chaque récipient de pression fourni en gaz.;nan;0;0;0;0;18/07/2026
Santé Sécurité;Navires / systémes sous pression;0;"Décret exécutif n ° 90-245 du 18 août 1990 réglementant les navires de pression de gaz; Art. 9, 14 Décret exécutif 90-246 du 18 août 1990 réglementant les navires de pression fournis en vapeur; Art. 31 et art. 35";2;Sauf exonéré sur la base du type de récipients sous pression, l installation a obtenu un certificat qui certifie que ses récipients de pression fournis avec du gaz ou de la vapeur ont été vérifiés afin d autoriser leur test de pression hydraulique, si un tel test est requis.;* Certificat de vérification des navires de pression de gaz ou de vapeur;0;0;0;0;18/07/2026
Santé Sécurité;Navires / systémes sous pression;0;"Décret exécutif n ° 90-245 du 18 août 1990 réglementant les navires de pression de gaz; Art. 11, 13 Décret exécutif 90-246 du 18 août 1990 réglementant les navires de pression fournis en vapeur; Art. 30 et art. 33 et art. 34";3;L installation garantit que ses récipients sous pression fournis avec du gaz ou de la vapeur ont subi un test de pression hydraulique avant d être mis en service, puis réguliérement.;* Rapport sur le test de pression hydraulique;0;0;0;0;18/07/2026
Santé Sécurité;Navires / systémes sous pression;0;"Décret exécutif n ° 90-245 du 18 août 1990 réglementant les navires de pression de gaz; Art. 17";4;L installation a soumis une déclaration sur la mise en service de ses navires sous pression fournis avec du gaz au ministre de l Énergie et de Mining.;* Déclaration sur la mise en service des navires sous pression fournis en gaz;0;0;0;0;18/07/2026
Santé Sécurité;Navires / systémes sous pression;0;"Décret exécutif n ° 90-245 du 18 août 1990 réglementant les navires de pression de gaz; Art. 18 Décret exécutif 90-246 du 18 août 1990 réglementant les navires de pression fournis en vapeur; Art. 48";5;L opérateur a établi et met réguliérement à jour un registre de maintenance pour chacun de ses navires sous pression fournis soit en gaz ou en vapeur.;* Registre de maintenance des navires à pression de gaz ou de vapeur;0;0;0;0;18/07/2026
Santé Sécurité;Navires / systémes sous pression;0;"Décret exécutif n ° 90-245 du 18 août 1990 réglementant les navires de pression de gaz; Art. 19";6;L installation garantit qu une vérification approfondie de ses navires sous pression fournies en gaz est entreprise au moins tous les trois ans.;* Records de vérification des récipients sous pression fournis en gaz;0;0;0;0;18/07/2026
Santé Sécurité;Navires / systémes sous pression;0;"Décret exécutif n ° 90-245 du 18 août 1990 réglementant les navires de pression de gaz; Art. 21";7;En cas de ventilation d un récipient sous pression fourni avec du gaz ou de la vapeur, l opérateur a informé le ministére de l Énergie et de l extraction sans délai.;nan;0;0;0;0;18/07/2026
Santé Sécurité;Navires / systémes sous pression;0;"Décret exécutif 90-246 du 18 août 1990 réglementant les navires de pression fournis en vapeur; Art. 9 à 28";8;Les récipients sous pression fournis en vapeur sont conformes aux exigences techniques de conception énoncées dans les articles 9 à 28 du décret exécutif 90-246 du 18 août 1990 Regulate des navires de pression fournis avec vapeur.;* Manuels d instructions pour les récipients sous pression fournis avec vapeur;0;0;0;0;18/07/2026
Santé Sécurité;Navires / systémes sous pression;0;"Décret exécutif 90-246 du 18 août 1990 réglementant les navires de pression fournis en vapeur; Art. 20, 28";9;Chaque récipient sous pression fourni avec de la vapeur est équipé d une plaque qui affiche l identité du fabricant, l emplacement et l année de fabrication, le numéro de série et la marque d essai de pression de la chaudiére.;nan;0;0;0;0;18/07/2026
Santé Sécurité;Navires / systémes sous pression;0;"Décret exécutif 90-246 du 18 août 1990 réglementant les navires de pression fournis en vapeur; Art. 50";10;L installation a obtenu une autorisation du gouverneur (WALI) pour chaque navire sous pression fourni avec de la vapeur avant de le mettre en service, pour des installations subissant une modification importante ou un emplacement changeant.;* Autorisation pour le navire de pression de vapeur;0;0;0;0;18/07/2026
Santé Sécurité;Navires / systémes sous pression;0;"Décret exécutif 90-246 du 18 août 1990 réglementant les navires de pression fournis en vapeur; Art. 39";11;Une distance d au moins dix métres sépare les navires sous pression de classe 1 fournis avec vapeur des maisons d habitation et des bâtiments recevant le public.;nan;0;0;0;0;18/07/2026
Santé Sécurité;Navires / systémes sous pression;0;"Décret exécutif 90-246 du 18 août 1990 réglementant les navires de pression fournis en vapeur; Art. 45";12;L installation garantit que des vérifications approfondies de ses récipients sous pression fournies en vapeur sont entrepris au moins tous les 18 mois.;* Copie du rapport contenant les résultats des vérifications approfondies des navires de pression fournis avec vapeur;0;0;0;0;11/07/2026
Santé Sécurité;Navires / systémes sous pression;0;"Décret exécutif 90-246 du 18 août 1990 réglementant les navires de pression fournis en vapeur; Art. 47";13;L installation a envoyé une copie du rapport contenant les résultats des vérifications approfondies de ses récipients sous pression fournis avec vapeur au ministére de l Énergie et de la Mine.;* Records de vérification des récipients sous pression fournis en gaz;0;0;0;0;11/07/2026
Santé Sécurité;Sécurité électrique;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 62";1;Les installations électriques sont vérifiées, contrôlées et maintenues réguliérement par des personnes compétentes.;* Records des vérifications et des inspections;0;0;0;0;11/07/2026
Santé Sécurité;Sécurité électrique;0;"Décert exécutif 01-342 du 28 octobre 2001 sur des dispositions spécifiques pour la protection des travailleurs contre les risques électriques sur le lieu de travail; Art. 71";2;Les documents relatifs aux installations électriques sont mis à la disposition de l inspecteur du travail.;* Rapports sur la vérification de l état des installations électriques et des points de non-conformité à la législation. * Inscrivez-vous où sont enregistrés la date et la nature des vérifications ou des contrôles sur les installations électriques ainsi que les noms et qualifications des personnes qui les ont effectuées. * Carte schématique des locaux ou du poste de travail soumis à des prescriptions spéciales par rapport aux installations électriques. * Carte des installations électriques enterrées. * Preuve documentaire des travaux et des modifications effectuées pour compenser la défectussage des installations électriques.;0;0;0;0;11/07/2026
Santé Sécurité;Sécurité électrique;0;"Décert exécutif 01-342 du 28 octobre 2001 sur des dispositions spécifiques pour la protection des travailleurs contre les risques électriques sur le lieu de travail; Art. 23";3;Une installation de sécurité électrique est installée, utilisée et entretenue en bon état de fonctionnement.;nan;0;0;0;0;17/07/2026
Santé Sécurité;Sécurité électrique;0;"Décert exécutif 01-342 du 28 octobre 2001 sur des dispositions spécifiques pour la protection des travailleurs contre les risques électriques sur le lieu de travail; Art. 24";4;Dans les locaux et les postes de travail, les piéces électriques actives sont mises hors de portée des travailleurs.;nan;0;0;0;0;17/07/2026
Santé Sécurité;Sécurité électrique;0;"Décert exécutif 01-342 du 28 octobre 2001 sur des dispositions spécifiques pour la protection des travailleurs contre les risques électriques sur le lieu de travail; Art. 35";5;L employeur spécifie et délimite clairement que les locaux et les postes de travail sont consacrés à la production, à la conversion ou à la distribution de l électricité et qui sont les locaux et les postes de travail où la présence ou les piéces actives accessibles résulte d une nécessité technique, et autorise leur entrée uniquement aux personnes informées des risques électriques et autorisés par l employeur à y travailler.;* Carte schématique des locaux ou du poste de travail soumis à des prescriptions spéciales par rapport aux installations électriques.;0;0;0;0;17/07/2026
Santé Sécurité;Sécurité électrique;0;"Décert exécutif 01-342 du 28 octobre 2001 sur des dispositions spécifiques pour la protection des travailleurs contre les risques électriques sur le lieu de travail; Art. 37";6;Il y a des panneaux pointant vers les dangers ou interdisant l entrée de personnes non autorisées dans des locaux et des postes de travail où des machines ou des installations comprenant des piéces actives non protégées sont utilisées.;nan;0;0;0;0;17/07/2026
Santé Sécurité;Sécurité électrique;0;"Décert exécutif 01-342 du 28 octobre 2001 sur des dispositions spécifiques pour la protection des travailleurs contre les risques électriques sur le lieu de travail; Art. 37";7;Dans les locaux ou les postes de travail contenant des parties actives non protégées de la haute tension A domaine ou du domaine B haute tension, les portes sont verrouillées de l extérieur.;nan;0;0;0;0;17/07/2026
Santé Sécurité;Sécurité électrique;0;"Décert exécutif 01-342 du 28 octobre 2001 sur des dispositions spécifiques pour la protection des travailleurs contre les risques électriques sur le lieu de travail; Art. 69";8;Les installations électriques sont vérifiées lorsqu ils sont mis en service, et aprés tout changement de leur structure, puis périodiquement par la suite par une personne nommée.;* Rapports sur la vérification de l état des installations électriques et des points de non-conformité à la législation.;0;0;0;0;17/07/2026
Santé Sécurité;Équipement de protection personnelle;0;"Loi 88-07 du 26 janvier 1988 sur l hygiéne, la sécurité et les soins de santé au travail; Art. 6";1;Les travailleurs sont équipés de l équipement de protection individuelle nécessaire.;nan;0;0;0;0;17/07/2026
Santé Sécurité;Équipement de protection personnelle;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 16";2;Si les niveaux de bruit ne peuvent pas être correctement contrôlés, l employeur fournit aux travailleurs un équipement individuel approprié pour les protéger contre le bruit.;nan;0;0;0;0;17/07/2026
Santé Sécurité;Équipement de protection personnelle;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 16";3;L employeur maintient des équipements personnels pour la protection contre le bruit dans un bon état de fonctionnement.;nan;0;0;0;0;17/07/2026
Santé Sécurité;Équipement de protection personnelle;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 17";4;L employeur fournit aux travailleurs exposés à une température basse ou élevée avec des équipements de protection personnelle.;nan;0;0;0;0;17/07/2026
Santé Sécurité;Équipement de protection personnelle;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 62";5;L installation garantit que l équipement de protection collectif et individuel est vérifié, contrôlé et entretenu réguliérement par des personnes qualifiées désignées par l employeur.;nan;0;0;0;0;17/07/2026
Santé Sécurité;Atmosphéres potentiellement explosives;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 48";1;"Les locaux où les matériaux inflammables sont stockés et manipulés ne sont allumés qu avec des lampes électriques protégées par un double boîtier étanche à l air ou par des lampes externes dans des raccords en verre (""Sous verre dormante"").";nan;0;0;0;0;17/07/2026
Santé Sécurité;Atmosphéres potentiellement explosives;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 49";2;Dans les zones à haut risque d explosion, les installations électriques sont réduites au minimum nécessaire pour les opérations.;nan;0;0;0;0;17/07/2026
Santé Sécurité;Atmosphéres potentiellement explosives;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 49";3;Dans les zones à haut risque d explosion, les installations électriques ne comprennent aucune source d étincelles ou de surchauffe susceptible de provoquer un incendie ou une explosion.;nan;0;0;0;0;17/07/2026
Santé Sécurité;Atmosphéres potentiellement explosives;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 53";4;Dans les zones où les matériaux inflammables du deuxiéme groupe sont manipulés, produits, traités ou stockés des canalisations et les installations électriques sont équipées de systémes pour empêcher leur contact avec ces matériaux.;nan;0;0;0;0;17/07/2026
Santé Sécurité;Atmosphéres potentiellement explosives;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 53";5;Dans les zones où les matériaux inflammables du deuxiéme groupe sont manipulés, produits, traités ou stockés, les installations et les dispositifs électriques sont réduits au minimum nécessaire pour l alimentation et le contrôle de l électricité des machines qui y sont utilisées.;nan;0;0;0;0;17/07/2026
Santé Sécurité;Atmosphéres potentiellement explosives;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 53";6;Dans les zones où les matériaux inflammables du deuxiéme groupe sont manipulés, produits, traités ou stockés les conducteurs, ainsi que les dispositifs conducteurs sont protégés et ne sont pas nus.;nan;0;0;0;0;17/07/2026
Santé Sécurité;Sécurité des conducteurs;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 30";1;L employeur désigne un ou plusieurs travailleurs pour aider le conducteur d une manœuvre de camions, en particulier pour l inversion, dans des conditions de mauvaise visibilité.;nan;0;0;0;0;17/07/2026
Santé Sécurité;Sécurité des conducteurs;0;"Ordonnance du 15 juin 2015 établissant les vitesses maximales pour les véhicules transportant des personnes et des marchandises plus lourdes que 3,5 tonnes, y compris leur cargaison; Art. 10";2;Si l entreprise exploite des véhicules de transport plus lourds que 3,5 tonnes lorsqu ils sont chargés, il affiche 3 cercles blancs de 20 centimétres (cm) de diamétre contenant les limites de vitesse pour ces véhicules sur les autoroutes, des routes autres que les autoroutes en dehors des zones urbaines et dans les zones urbaines.;nan;0;0;0;0;17/07/2026
Situation d urgence;Prévention des incendies;0;"Loi 88-07 du 26 janvier 1988 sur l hygiéne, la sécurité et les soins de santé au travail; Art. 5";1;Les bâtiments et les lieux de travail, y compris les annexes, sont protégés contre les incendies et les explosions.;nan;0;0;0;0;17/07/2026
Situation d urgence;Prévention des incendies;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 46";2;Les locaux et les postes de travail associés aux risques d incendie en raison d une utilisation permanente de matériaux et de substances hautement inflammables sont isolés.;nan;0;0;0;0;17/07/2026
